grid_id,final_score_citywide,score_source,driver_place,geometry
5*8*2*0*,5.8550663816111665,HYBRID_PROPAGATED,Bukchon Hanok Village,"POLYGON ((126.99213719025556 37.57327681577367, 126.99213714289162 37.573727313210924, 126.99157113781666 37.57372727415553, 126.99157118859004 37.573276776718906, 126.99213719025556 37.57327681577367))"
5*5*5*3*,5.853757243172521,HYBRID_PROPAGATED,Bukchon Hanok Village,"POLYGON ((126.96709698360955 37.571772236662085, 126.96709678541939 37.57222273414423, 126.96653079182106 37.57222257503804, 126.9665309934204 37.57177207755847, 126.96709698360955 37.571772236662085))"
5*2*9*8*,5.851153445326404,HYBRID_PROPAGATED,Bukchon Hanok Village,"POLYGON ((126.95497611717165 37.58366279259058, 126.95497584585561 37.58411328909799, 126.95440976232827 37.58411307182147, 126.95441003705552 37.58366257531757, 126.95497611717165 37.58366279259058))"
5*9*4*7*,5.8429020446985245,HYBRID_PROPAGATED,Bukchon Hanok Village,"POLYGON ((126.95452759161581 37.57852071767326, 126.95452731764775 37.5789712145713, 126.95396127305594 37.57897099516929, 126.95396155043439 37.578520498274784, 126.95452759161581 37.57852071767326))"
5*8*5*6*,5.8379908,BASE_ONLY,,"POLYGON ((126.97789068252423 37.617646018719576, 126.97789054912911 37.61809651273225, 126.97732420792143 37.6180964052634, 126.97732434473349 37.61764591125247, 126.97789068252423 37.617646018719576))"
5*2*4*9*,5.833217,BASE_ONLY,,"POLYGON ((126.96608006121345 37.6101051283185, 126.96607985661534 37.610555622862776, 126.96551357265267 37.61055545873889, 126.96551378066644 37.61010496419726, 126.96608006121345 37.6101051283185))"
5*9*7*1*,5.8312146587377445,HYBRID_PROPAGATED,Bukchon Hanok Village,"POLYGON ((126.95838400854721 37.573562212677594, 126.95838375785858 37.57401270997812, 126.95781775077025 37.57401250909054, 126.95781800486837 37.57356201179325, 126.95838400854721 37.573562212677594))"
5*3*1*4*,5.809517183927311,HYBRID_PROPAGATED,Bukchon Hanok Village,"POLYGON ((126.97249623607169 37.57489340697422, 126.9724960703851 37.575343904239986, 126.97193005313609 37.575343771010424, 126.97193022223244 37.574893273746795, 126.97249623607169 37.57489340697422))"
5*6*8*0*,5.798187934586779,HYBRID_PROPAGATED,Bukchon Hanok Village,"POLYGON ((126.95938896607973 37.57454968016954, 126.95938872143613 37.575000177400184, 126.9588227068668 37.57499998132657, 126.95882295492011 37.574549484099094, 126.95938896607973 37.57454968016954))"
5*7*2*8*,5.7925262,BASE_ONLY,,"POLYGON ((126.97047400165445 37.619110811492206, 126.97047382350189 37.61956130536643, 126.96990747121697 37.61956116229778, 126.96990765278674 37.61911066842588, 126.97047400165445 37.619110811492206))"
5*8*4*8*,5.77956351872895,HYBRID_PROPAGATED,Bukchon Hanok Village,"POLYGON ((126.9920591209337 37.57186316372357, 126.99205907310193 37.572313661268886, 126.99149307872568 37.57231362184047, 126.99149312996668 37.571863124295795, 126.9920591209337 37.57186316372357))"
