grid_id,timestamp,real_time_population,real_time_population_growth,traffic_congestion,transit_change,real_time_temp,real_time_rain,event_flag,holiday_flag
5*6*3*3*,2026-04-07 01:43:21.788199,864.9785331418361,0.0,0.0,0.0,0.007272660299465178,0.0,0,0
5*6*9*3*,2026-04-07 01:43:21.584027,807.1057438243536,0.0,0.0,0.0,0.003163953506812075,0.0,0,0
5*7*0*9*,2026-04-07 01:43:21.206906,6433.570503255298,0.0,0.0,0.0,0.02522038544620641,0.0,0,0
5*7*2*7*,2026-04-07 01:43:21.206906,190398.9085110368,0.0,0.0,0.0,0.7463870736717079,0.0,0,0
5*7*4*2*,2026-04-07 01:43:21.382490,205.3777311940536,0.0,0.0,0.0,0.0019198621732240656,0.0,0,0
5*7*6*0*,2026-04-07 01:43:21.382490,112092.38893816013,0.0,0.0,0.0,1.0478348172293186,0.0,0,0
5*7*7*0*,2026-04-07 01:43:20.859169,162.20418534438522,0.0,0.0,0.0,0.0014958567129093232,0.0,0,0
5*7*8*1*,2026-04-07 01:43:21.206906,2699.79062525678,0.0,0.0,0.0,0.01058351037865803,0.0,0,0
5*7*8*7*,2026-04-07 01:43:21.382490,5337.111989034904,0.0,0.0,0.0,0.04989109268291223,0.0,0,0
5*7*8*9*,2026-04-07 01:43:20.503509,28629.224301989027,0.0,0.0,0.0,0.025739746608457438,0.0,0,0
5*7*8*9*,2026-04-07 01:43:21.788199,10271.57156308025,0.0,0.0,0.0,0.08636243312142394,0.0,0,0
5*7*9*7*,2026-04-07 01:43:21.206906,5849.402761059431,0.0,0.0,0.0,0.022930376248986105,0.0,0,0
5*7*9*7*,2026-04-07 01:43:22.331801,96154.37271332466,0.0,0.0,0.0,0.798125546026117,0.0,0,0
5*8*2*0*,2026-04-07 01:43:20.859169,365.0693114593796,0.0,0.0,0.0,0.0033666910571034823,0.0,0,0
5*8*2*2*,2026-04-07 01:43:20.503509,2175.1186585453643,0.0,0.0,0.0,0.0019555892441834627,0.0,0,0
5*8*2*8*,2026-04-07 01:43:21.382490,7010.779650084647,0.0,0.0,0.0,0.06553646579282238,0.0,0,0
5*8*4*8*,2026-04-07 01:43:20.859169,8713.529712707728,0.0,0.0,0.0,0.0803566929312893,0.0,0,0
5*8*6*9*,2026-04-07 01:43:20.230072,2112.3625646365344,0.0,0.0,0.0,0.0462996135044032,0.0,0,0
5*9*3*5*,2026-04-07 01:43:21.206906,1283.2104152595707,0.0,0.0,0.0,0.0050303422127817975,0.0,0,0
5*9*7*1*,2026-04-07 01:43:22.162413,83807.11786424044,0.0,0.0,0.0,2.137234920916118,0.0,0,0
5*9*7*3*,2026-04-07 01:43:20.230072,66.7525545770592,0.0,0.0,0.0,0.0014631093776655772,0.0,0,0
5*9*9*2*,2026-04-07 01:43:20.859169,103426.70746621303,0.0,0.0,0.0,0.9538072912789914,0.0,0,0
