place_id,place_code,place_name,api_query,category,grid_id,weight,mapping_source,review_status,grid_lon_wgs84,grid_lat_wgs84,place_centroid_lon,place_centroid_lat
POI012,POI012,창덕궁·종묘,POI012,고궁·문화유산,5*9*9*2*,0.6988291045014393,SPATIAL_JOIN,SPATIAL_MATCHED,126.99231159187002,37.57578314904146,126.9939955,37.5790435
POI054,POI054,혜화역,POI054,인구밀집지역,5*5*2*3*,1.0,SPATIAL_JOIN,SPATIAL_MATCHED,126.99873588842851,37.581917563503396,127.00110000000001,37.5823695
POI066,POI066,북촌한옥마을,POI066,발달상권,5*0*8*7*,0.03728077375097708,SPATIAL_JOIN,SPATIAL_MATCHED,126.97945565015206,37.58982409579174,126.984515,37.582905499999995
POI066,POI066,북촌한옥마을,POI066,발달상권,5*0*9*1*,0.00026112539351463957,SPATIAL_JOIN,SPATIAL_MATCHED,126.98435592696033,37.584298169654524,126.984515,37.582905499999995
POI066,POI066,북촌한옥마을,POI066,발달상권,5*1*7*3*,0.002541418074090155,SPATIAL_JOIN,SPATIAL_MATCHED,126.98683647021129,37.58594709138103,126.984515,37.582905499999995
POI066,POI066,북촌한옥마을,POI066,발달상권,5*2*3*1*,6.983586105624082e-05,SPATIAL_JOIN,SPATIAL_MATCHED,126.9871920598474,37.58507493200195,126.984515,37.582905499999995
POI066,POI066,북촌한옥마을,POI066,발달상권,5*2*6*8*,0.002207420477734221,SPATIAL_JOIN,SPATIAL_MATCHED,126.98137672341623,37.57815398331624,126.984515,37.582905499999995
POI066,POI066,북촌한옥마을,POI066,발달상권,5*4*0*1*,0.023856537405168875,SPATIAL_JOIN,SPATIAL_MATCHED,126.98163276579123,37.58935829296796,126.984515,37.582905499999995
POI066,POI066,북촌한옥마을,POI066,발달상권,5*4*2*2*,0.0007234084302891032,SPATIAL_JOIN,SPATIAL_MATCHED,126.97944959384961,37.57863765227068,126.984515,37.582905499999995
POI066,POI066,북촌한옥마을,POI066,발달상권,5*4*6*2*,0.007381599907948237,SPATIAL_JOIN,SPATIAL_MATCHED,126.98176552856424,37.580142865866335,126.984515,37.582905499999995
POI066,POI066,북촌한옥마을,POI066,발달상권,5*5*2*9*,0.0014293578953141464,SPATIAL_JOIN,SPATIAL_MATCHED,126.98777099628441,37.57991839137506,126.984515,37.582905499999995
POI066,POI066,북촌한옥마을,POI066,발달상권,5*5*3*5*,0.013830536830920738,SPATIAL_JOIN,SPATIAL_MATCHED,126.98342991167705,37.57761763054699,126.984515,37.582905499999995
POI066,POI066,북촌한옥마을,POI066,발달상권,5*7*0*9*,0.02834172027865773,SPATIAL_JOIN,SPATIAL_MATCHED,126.98214486119461,37.580484767961266,126.984515,37.582905499999995
POI066,POI066,북촌한옥마을,POI066,발달상권,5*7*2*7*,0.8387617115023648,SPATIAL_JOIN,SPATIAL_MATCHED,126.98284241722318,37.58006638279143,126.984515,37.582905499999995
POI066,POI066,북촌한옥마을,POI066,발달상권,5*7*8*1*,0.011893350772056317,SPATIAL_JOIN,SPATIAL_MATCHED,126.9806285852323,37.58307551098967,126.984515,37.582905499999995
POI066,POI066,북촌한옥마을,POI066,발달상권,5*7*9*7*,0.025768294101583468,SPATIAL_JOIN,SPATIAL_MATCHED,126.98134960756177,37.57778030694258,126.984515,37.582905499999995
POI066,POI066,북촌한옥마을,POI066,발달상권,5*9*3*5*,0.005652909318324189,SPATIAL_JOIN,SPATIAL_MATCHED,126.98075484045697,37.5847576835358,126.984515,37.582905499999995
POI067,POI067,서촌,POI067,발달상권,5*0*5*5*,0.04151242210985822,SPATIAL_JOIN,SPATIAL_MATCHED,126.9699782520695,37.578336168488704,126.9690145,37.580155500000004
POI067,POI067,서촌,POI067,발달상권,5*2*3*6*,0.0016424597735570888,SPATIAL_JOIN,SPATIAL_MATCHED,126.9734399802285,37.580055252262596,126.9690145,37.580155500000004
POI067,POI067,서촌,POI067,발달상권,5*2*9*2*,0.026809758007855247,SPATIAL_JOIN,SPATIAL_MATCHED,126.96761270565281,37.583384213599366,126.9690145,37.580155500000004
POI067,POI067,서촌,POI067,발달상권,5*3*9*5*,0.009768374010895982,SPATIAL_JOIN,SPATIAL_MATCHED,126.9681063901238,37.576766216057095,126.9690145,37.580155500000004
POI067,POI067,서촌,POI067,발달상권,5*4*1*6*,0.05607399131546516,SPATIAL_JOIN,SPATIAL_MATCHED,126.9687660183546,37.58325526090562,126.9690145,37.580155500000004
